unique_id,core_id,citing_title,citing_author,cited_title,cited_author,citation_context,citation_class_label
1672,D08-1006,a holistic lexiconbased approach to opinion mining,,an empirical study of smoothing techniques for language modeling,Goodman,"Baseline language model : For P0 we used a trigram with modified kneser-ney smoothing [ Chen and #AUTHOR_TAG ] , which is still considered one of the best smoothing methods for n-gram language models .",2
1673,K15-1002,a holistic lexiconbased approach to opinion mining,,headdriven statistical models for natural language parsing,M Collins,"Therefore , we preprocess Ontonote-5 .0 to derive mention heads using Collins head rules ( #AUTHOR_TAG ) with gold constituency parsing information and gold named entity information .",2
1674,D10-1002,a holistic lexiconbased approach to opinion mining,,coarsetofine nbest parsing and maxent discriminative reranking,Eugene Charniak,"Our most accurate single grammar achieves an F score of 91.6 on the WSJ test set , rivaling discriminative reranking approaches ( #AUTHOR_TAG ) and products of latent variable grammars ( Petrov , 2010 ) , despite being a single generative PCFG .",4
1675,N01-1011,a holistic lexiconbased approach to opinion mining,,a simple approach to building ensembles of naive bayesian classifiers for word sense disambiguation,T Pedersen,"We have presented an ensemble approach to word sense disambiguation ( #AUTHOR_TAG ) where multiple Naive Bayesian classifiers , each based on co -- occurrence features from varying sized windows of context , is shown to perform well on the widely studied nouns interest and line .",0
1676,P10-4003,a holistic lexiconbased approach to opinion mining,,autotutor a simulation of a human tutor cognitive systems research,A C Graesser,"Over the last decade there has been a lot of interest in developing tutorial dialogue systems that understand student explanations ( Jordan et al. , 2006 ; #AUTHOR_TAG ; Aleven et al. , 2001 ; Buckley and Wolska , 2007 ; Nielsen et al. , 2008 ; VanLehn et al. , 2007 ) , because high percentages of selfexplanation and student contentful talk are known to be correlated with better learning in humanhuman tutoring ( Chi et al. , 1994 ; Litman et al. , 2009 ; Purandare and Litman , 2008 ; Steinhauser et al. , 2007 ) .",0
1677,J91-2003,a holistic lexiconbased approach to opinion mining,,coherence and coreferencequot,J R Hobbs,"We shall see this in the next example : two sentences , regarded as a fragment of paragraph , are a variation on a theme by #AUTHOR_TAG .",1
1678,D09-1056,a holistic lexiconbased approach to opinion mining,,titpi web people search task using semisupervised clustering approach,Kazunari Sugiyama,"Nevertheless , the full document text is present in most systems , sometimes as the only feature ( #AUTHOR_TAG ) and sometimes in combination with others see for instance ( Chen and Martin , 2007 ; Popescu and Magnini , 2007 ) - .",0
1679,J92-1004,a holistic lexiconbased approach to opinion mining,,the collection and preliminary analysis of a spontaneous speech databasequot darpa speech and natural language workshop,V Zue,"The recognizer for these systems is the SUMMIT system ( #AUTHOR_TAG ) , which uses a segmental-based framework and includes an auditory model in the front-end processing .",2
1680,J06-2002,a holistic lexiconbased approach to opinion mining,,textual economy through close coupling of syntax and semantics,Matthew Stone,"Some recent GRE algorithms have done away with the separation between content determination and linguistic realization , interleaving the two processes instead ( #AUTHOR_TAG ; Krahmer and Theune 2002 ) .",4
1681,K15-1003,a holistic lexiconbased approach to opinion mining,,bayesian inference for pcfgs via markov chain monte carlo,Mark Johnson,"To sample from our proposal distribution , we use a blocked Gibbs sampler based on the one proposed by Goodman ( 1998 ) and used by #AUTHOR_TAG that samples entire parse trees .",2
1682,W04-0910,a holistic lexiconbased approach to opinion mining,,semantic construction in ftag,C Gardent,Semantic construction proceeds from the derived tree ( #AUTHOR_TAG ) rather than -- as is more common in TAG -- from the derivation tree .,0
1683,W02-1601,a holistic lexiconbased approach to opinion mining,,restricting the weak generative capacity of synchronous tree adjoining grammar,S Shieber,"It allows the construction of a non-TAL ( #AUTHOR_TAG ) , ( Harbusch & Poller , 2000 ) .",0
1684,P07-1068,a holistic lexiconbased approach to opinion mining,,a machine learning approach to coreference resolution of noun phrases,W M Soon,"Following previous work ( e.g. , #AUTHOR_TAG and Ponzetto and Strube ( 2006 ) ) , we generate training instances as follows : a positive instance is created for each anaphoric NP , NPj , and its closest antecedent , NPi ; and a negative instance is created for NPj paired with each of the intervening NPs , NPi +1 , NPi +2 , ... , NPj_1 .",2
1685,W04-1610,a holistic lexiconbased approach to opinion mining,,modern information retrieval,R B Yates,TF-IDF ( term frequency-inverse document frequency ) is one of the widely used feature selection techniques in information retrieval ( #AUTHOR_TAG ) .,0
1686,J92-1004,a holistic lexiconbased approach to opinion mining,,transition network grammars for natural language analysisquot,W A Woods,"The gap mechanism resembles the Hold register idea of ATNs ( #AUTHOR_TAG ) and the treatment of bounded domination metavariables in lexical functional grammars ( LFGs ) ( Bresnan 1982 , p. 235 ff . )",4
1687,D13-1115,a holistic lexiconbased approach to opinion mining,,stochastic variational inference arxiv eprints,Matthew Hoffman,"To solve these scaling issues , we implement Online Variational Bayesian Inference ( Hoffman et al. , 2010 ; #AUTHOR_TAG ) for our models .",2
1688,W06-2933,a holistic lexiconbased approach to opinion mining,,practical annotation scheme for an hpsg treebank of bulgarian in,"['K Simov', 'P Osenova']","Typical examples are Bulgarian ( Simov et al. , 2005 ; #AUTHOR_TAG ) , Chinese ( Chen et al. , 2003 ) , Danish ( Kromann , 2003 ) , and Swedish ( Nilsson et al. , 2005 ) .",0
1689,N01-1013,a holistic lexiconbased approach to opinion mining,,generalizing case frames using a thesaurus and the mdl principle,"['H Li', 'N Abe']","This appeared to solve the problem , and the results presented later for the average degree of generalisation do not show an over-generalisation compared with those given in #AUTHOR_TAG .",4
1690,N04-2004,a holistic lexiconbased approach to opinion mining,,on argument structure and the lexical expression of syntactic relations,"['Kenneth Hale', 'Samuel Jay Keyser']","These observations and this line of reasoning has not escaped the attention of theoretical linguists : #AUTHOR_TAG propose that argument structure is , in fact , encoded syntactically .",0
1691,W06-1639,a holistic lexiconbased approach to opinion mining,,mining newsgroups using networks arising from social behavior,"['R Agrawal', 'S Rajagopalan', 'R Srikant', 'Y Xu']",inter-document references in the form of hyperlinks ( #AUTHOR_TAG ) .,0
1692,J06-2002,a holistic lexiconbased approach to opinion mining,,psychologie der objektbenennung,"['Tony Hermann', 'Roland Deutsch']","While IA is generally thought to be consistent with findings on human language production ( #AUTHOR_TAG ; Levelt 1989 ; Pechmann 1989 ; Sonnenschein 1982 ) , the hypothesis that incrementality is a good model of human GRE seems unfalsifiable until a preference order is specified for the properties on which it operates .",0
1693,W05-0709,a holistic lexiconbased approach to opinion mining,,building an arabic stemmer for information retrieval,"['Aitao Chen', 'Fredic Gey']","Arabic has two kinds of plurals : broken plurals and sound plurals ( Wightwick and Gaafar , 1998 ; #AUTHOR_TAG ) .",0
1694,D08-1066,a holistic lexiconbased approach to opinion mining,,a discriminative latent variable model for statistical machine translation,"['P Blunsom', 'T Cohn', 'M Osborne']","Secondly , as ( #AUTHOR_TAG ) show , marginalizing out the different segmentations during decoding leads to improved performance .",5
1695,J13-1008,a holistic lexiconbased approach to opinion mining,,atanas chanev gulsen eryigit sandra kubler svetoslav marinov and erwin marsi,"['Joakim Nivre', 'Johan Hall', 'Jens Nilsson']","Nivre ( 2008 ) reports experiments on Arabic parsing using his MaltParser ( #AUTHOR_TAG ) , trained on the PADT .",0
1696,W04-1610,a holistic lexiconbased approach to opinion mining,,learning to classify text using svm,['T Joachims'],"More recently , ( Sebastiani , 2002 ) has performed a good survey of document categorization ; recent works can also be found in ( #AUTHOR_TAG ) , ( Crammer and Singer , 2003 ) , and ( Lewis et al. , 2004 ) .",0
1697,W01-1510,a holistic lexiconbased approach to opinion mining,,grammar conversion from fbltag to hpsg,"['Naoki Yoshinaga', 'Yusuke Miyao']",The grammar conversion from LTAG to HPSG ( #AUTHOR_TAG ) is the core portion of the RenTAL system .,0
1698,D11-1138,a holistic lexiconbased approach to opinion mining,,what is the jeopardy model a quasisynchronous grammar for qa,"['M Wang', 'N A Smith', 'T Mitamura']","This includes work on question answering ( #AUTHOR_TAG ) , sentiment analysis ( Nakagawa et al. , 2010 ) , MT reordering ( Xu et al. , 2009 ) , and many other tasks .",0
1699,J07-1005,a holistic lexiconbased approach to opinion mining,,effective mapping of biomedical text to the umls metathesaurus the metamap program,['Alan R Aronson'],"Our knowledge extractors rely extensively on MetaMap ( #AUTHOR_TAG ) , a system for identifying segments of text that correspond to concepts in the UMLS Metathesaurus .",2
1700,D08-1007,a holistic lexiconbased approach to opinion mining,,using the web to obtain frequencies for unseen bigrams,"['Frank Keller', 'Mirella Lapata']","We study the cases where a 9Recall that even the #AUTHOR_TAG system , built on the world 's largest corpus , achieves only 34 % recall ( Table 1 ) ( with only 48 % of positives and 27 % of all pairs previously observed , but see Footnote 5 ) .",4
1701,Q13-1020,a holistic lexiconbased approach to opinion mining,,a bayesian model of syntaxdirected tree to string grammar induction,"['Trevor Cohn', 'Phil Blunsom']","Inspired by ( Blunsom et al. , 2009 ) and ( #AUTHOR_TAG ) , we define P ( str | frag ) as follows : where csw is the number of words in the source string .",3
1702,Q13-1020,a holistic lexiconbased approach to opinion mining,,a gibbs sampler for phrasal synchronous grammar induction,"['Phil Blunsom', 'Trevor Cohn', 'Chris Dyer', 'Miles Osborne']","Inspired by ( #AUTHOR_TAG ) and ( Cohn and Blunsom , 2009 ) , we define P ( str | frag ) as follows : where csw is the number of words in the source string .",3
